annotations,tweets,labels
😂,i remember i wanted to be a female drummer,0
😂,big news target emojis right from twitter ads,0
😂,chewbacca hollywood walk of fame,0
😂,couple minutes ago,0
😂,their amp there like damn,0
😂,jones got that saturday bucket,0
😂,i hate this emoji it it just really annoys me,0
😂,no lets just bring bathing suits and all go to hell,0
😂,omg yes i stayed laughing,0
😂,classmate,0
😂,its great no,0
😂,damn fellini suh lao people admirer you,0
😂,i hate joy,0
😂,samberly and marco are the greatest sneaking in wine for me in my gift basket lol,0
😂,young thug be having some funny ass lyrics,0
😂,fu so confusing this morning ion think my lame ass friend with the right folks,0
😂,niggas be lame as like i dont care,0
😂,never mind my guy,0
😂,they arent little kids anyone these days can work technology it would be too much to handle right now if they,0
😂,im not gone even start being petty of messy tonight,0
😂,no one cares,0
😂,love you moreeeeeee,0
😂,lao yall gone do yall own thang yall aint even gotta look at each other,0
😂,would give us a right good laugh though,0
😂,i prefer camila,0
😂,i was bout to eat that but that shit stank girl i wanna eat yo but i just cant,0
😂,this was my second emoji its lit,0
😂,zip wire park,0
😂,this is ngdigida by raga dee no,0
😂,steph is def the pettiest friend out of our group,0
😂,ifs stay on your feet,0
😂,this georgina chick from taking new york is growing on me like mould yes shes a bitch yes shes abrupt tee hee sounds like moi,0
😂,come over and watch it with my grandma shed be in love with you,0
😂,i love how texts me sighting of the guy i think is hot on campus,0
😂,shits fake first off they aint even speaking english,0
😂,i think my swing is catching up to yours ok,0
😂,lao not everything is about sex aspen,0
😂,yall i been in carthage all of two hours ive already seen the same pal twice,0
😂,i do this all the time,0
😂,you know,0
😂,nice one kiwi,0
😂,who made this,0
😂,i feel like britt opens her eyes grabs her phone and tweets some shit instantly like,0
😂,what we aint talking about the same thing,0
😂,omg youre too funny,0
😂,niggas just dumb,0
😂,people be mad at me and i dont even be knowing why,0
😂,well no its rigged recalled suspensions so the warriors could make it to the finals when they were down,0
😂,get my hair cut and dyed colleague asks if i got new glasses umm noooo but maybe something else is new,0
😂,should of kept her mouth shut shes said too much,0
😂,she just tryna protect you from aint shit niggas,0
😂,their expression is my expression and i remain european,0
😂,i guess that chem distracted me from really noticing before,0
😂,guess whos calling in sick tomorrow and blasting this absolute belter down the phone,0
😂,he got my last name,0
😂,sick of people saying it,0
😂,its so bleeding hard my eyes are really hooded so even the apps cant do it on my eye,0
😂,dont retweet my stuff,0
😂,my twitter name was really a name my cousin called me in like the grade amp its been on here ever since thats to wack lol,0
😂,get your women,0
😂,thanks man miss you too,0
😂,niggas in here getting funky,0
😂,same i started it on netflix yesterday and here we are,0
😂,ya never know,0
😂,bitch me too,0
😂,i got is on all of my lan unit tests this year then for unit amp i get a what the world,0
😂,hell nah,0
😂,can watch his videos all day,0
😂,sick of bitches tryna go,0
😂,yeah,0
😂,nor me under that pressure the scrawny necked shit dancing cannae singing has beenin wont be long some say,0
😂,you know youre in wisconsin when thomas rhett and the crowd start chanting go pack go,0
😂,im not,0
😂,i have actually sent it to the fa ill take you both as assistants hows that,0
😂,my mom needs to stop snapchatting,0
😂,uairi knows it all,0
😂,im getting drunk by myself,0
😂,oooooh i can feel i heat from here man i dad asking these god questions are killing me,0
😂,done reading solarium,0
😂,get ready for what you well now y,0
😂,curry dont try fighting lebron,0
😂,shut up i know u i from chennai that why u i supporting chennai express,0
😂,mondays always a punch in the face wish you a happy day though,0
😂,he obviously sees something that we dont having worked with him mate we will wait and see thats if we get him,0
😂,no lol its not like that,0
😂,please if the game is rigged for anyone its for your man who the nba treats like a baby,0
😂,fucking dead,0
😂,so ive made my decision im supporting wal with my heart but ive put a small bet on eng to win so supporting them with my,0
😂,best shit ever,0
😂,i agree wholeheartedly with this,0
😂,that bachelorette filter on snapchat is the greatest thing could have ever discovered lao im in tears,0
😂,i was going to do that but im not,0
😂,lool that other guy jogged over to him knowing deep down he aint want no smoke,0
😂,forever love people sitting in my business,0
😂,bruh me too,0
😂,i like knowing whats funny,0
😂,im unfuckwithable damn near,0
😂,this was me everyday at school and i dont think anyone can disagree with me,0
😂,im okay with the audio haha im a very visual person so not seeing what i might dream about good,0
😂,ay please is there a problem,0
😂,you go and say yo fam just smack me i dont give a shit no more,0
😂,i know,0
😂,you right,0
😂,this is my max,0
😂,ill go swimming and looking for some guys while yall are shit faced,0
😂,get that lil nigga a pad he acting like a female,0
😂,enrique with,0
😂,right right im here now tho im not gonna do no work,0
😂,i didnt need multiple pics amp angles one was good enough amp it got the point across just fine,0
😂,story of my life for tho,0
😂,major key alert these bitches aint loyal,0
😂,theyre the ones who will be voting to leave the eu,0
😂,curry thought he was slick,0
😂,im wondering all the time,0
😂,actually is,0
😂,that is impossible,0
😂,well you knoww when you a real one i gotta give back,0
😂,refs are very reluctant to give free kicks in these championships,0
😂,on word thats how it be thats why i just be going for the bread i dont be tryna talk to no one once im done im out,0
😂,lol jake liked my pic,0
😂,so need to start hitting the gym again getting bit of a beer belly going,0
😂,yes yes yes omg lets badly want to try the takoyaki there,0
😂,naw yours sorry not sorry,0
😂,ines just asked if crawford is hacked because hes so active,0
😂,proper is life dawg,0
😂,funniest thing ive seen all week,0
😂,staircase picnic with run chameleon run gif i,0
😂,didnt expect anything less bye roy you got it wrong every step of the way takes some skill that lad,0
😂,i was never ready,0
😂,mom as shes trying to cook whats going on with the brown sugar around here,0
😂,dia hear chat kat what leaps took whats up tulips solo at first no game je lastly nah almost one year dah,0
😂,scared to go the gym alone,0
😂,i thought u was gone get loose on the stage yesterday,0
😂,that was just funny,0
😂,wank mate never so many pints get thrown at a projector screen last night in raison you at pre season toora,0
😂,dont start with me,0
😂,twitter fuck ig,0
😂,the fact that the dude in the steph curry shirt fell,0
😂,i can literally fall asleep anywhere in any position,0
😂,lol donahue asked simon to invest in his dream to build a zoo in america,0
😂,i aint no bitch,0
😂,your hours away tho,0
😂,sheets are so comfy,0
😂,there are overflowing updates and one of you tweeted if michael got a dog let me tell you that later or maybe you can google,0
😂,ink id i just hope jack breaks him,0
😂,man i be so lazy after track season,0
😂,dead,0
😂,we was typing that shit out at first tho had to put niggas on with the abbreviation,0
😂,faraway,0
😂,stuff is this,0
😂,nom im going to sleep,0
😂,omg im a fool forgot bout that butt thank you keys,0
😂,it may be a behaviour they do to other cats in the wild maybe checking youre still alive,0
😂,cant stop shivering im so cold,0
😂,sierra funny as fuck,0
